"Function","Random_effect","Actinobacteriota_slope","Bacteroidota_slope","Firmicutes_slope","Proteobacteria_slope","Actinobacteriota_pred_70","Actinobacteriota_pred_80","Actinobacteriota_pred_90","Actinobacteriota_pred_100","Bacteroidota_pred_70","Bacteroidota_pred_80","Bacteroidota_pred_90","Bacteroidota_pred_100","Firmicutes_pred_70","Firmicutes_pred_80","Firmicutes_pred_90","Firmicutes_pred_100","Proteobacteria_pred_70","Proteobacteria_pred_80","Proteobacteria_pred_90","Proteobacteria_pred_100","R2_m","R2_c","pvalue","pvalue_int"
"M00011","Random_slope",0.0227104192021171,0.0497266423247513,0.0226480547906746,0.0332797880548226,0.317665929047833,0.368789148685253,0.423038902095097,0.479210365822499,0.510641327416106,0.63177476913399,0.738290947487911,0.822644944936123,0.207305300718632,0.246983610014042,0.291463979905084,0.34033450248511,0.403845624964139,0.485836519416987,0.568596892686697,0.647695923987673,0.136304706498384,0.203025715279809,0.0135643711262597,0.0711272806595657
"M00012","Random_intercept",0.0694250340071909,0.0483721094090312,0.102868034573987,0.0229562407782221,0.0537461013195968,0.102110682932487,0.185466827823476,0.31313813697788,0.0779043166829694,0.120527268457983,0.181870544364332,0.265026553318317,0.00111789707650757,0.00312090303751418,0.00868162733241598,0.0239126048004176,0.211321489956466,0.252105223323857,0.297788040698704,0.347898165987334,0.19454991430513,0.277896925641754,1.38848187043584e-09,0.0155974100284401
"M00013","Random_slope",0.0270619555429931,0.0197346669282905,0.0349617654899652,-0.0129582087107119,0.0378774032824213,0.049071166160138,0.0633551456936353,0.0814409106189477,0.00868605740418223,0.0105610488970359,0.0128355396118801,0.0155921589525418,0.0344823686602053,0.0482182319238627,0.0670457518082311,0.092510213383243,0.0520879597999474,0.046048836771274,0.0406798464581608,0.0359132784431215,0.0299592094660996,0.0489683840842499,0.0704428161429795,0.280133468947973
"M00014","Random_slope",0.0679692104815975,0.0271123108949263,0.0327064261652909,0.0375059168875031,0.0245475601513913,0.0473086947198404,0.0892436833516757,0.162028394278858,0.061454588303632,0.0790802577423506,0.101215942462685,0.128681926905269,0.0646146523492996,0.0874278620794597,0.117285689400057,0.155601722500001,0.0580635681412721,0.0823120264368181,0.115445962765126,0.159598043512948,0.00953506942876049,0.0197507606136477,0.00313625037023757,0.423132616331125
"M00015","Random_slope",0.0767397088081726,0.0526949553789392,0.0669707075343398,0.0307283918877074,0.419488997840859,0.60886067369753,0.770285275137252,0.878395162110622,0.257495962079988,0.370033123500984,0.498718712149332,0.627574270932598,0.41852691100099,0.584405137736459,0.733135724429642,0.842943950795482,0.486237464458259,0.562722810394649,0.636337718332594,0.704076847022098,0.0652427819389996,0.123051872020065,0.0060102390529237,0.229910270614913
"M00016","Random_slope",0.0535190793134162,0.0387095372165847,0.0330099568969865,0.0381326662794659,0.340686089608579,0.468778803758643,0.601122242987526,0.720175862416228,0.325956737763142,0.415946909182928,0.511913023592212,0.607008899699296,0.39181819863876,0.472633294510883,0.554908470909946,0.634280075029561,0.367688175748346,0.459881236782273,0.554904186276175,0.646075453604669,0.0185569831629016,0.0313747087415581,1.42216913046987e-05,0.293464787328676
"M00017","Random_slope",0.0462589795541622,0.0360296406044091,0.0335600572821042,0.0335532905046646,0.282618665394896,0.38487207825277,0.498417645612891,0.612126654778832,0.285463594942995,0.364190239174503,0.450926829083335,0.540751846939367,0.323856579430158,0.401191283418055,0.483779866762549,0.567264074744306,0.288443189399842,0.361831388025736,0.442285569178425,0.525887232650295,0.0185272419411594,0.0367744969764382,0.000159955834314296,0.778577047559707
"M00018","Random_slope",0.0453703794545371,0.0483338403991965,0.0447344285854825,0.0252921788647409,0.513763199904745,0.624518207950796,0.723616927528579,0.804738562859991,0.284774106338461,0.392321627584907,0.511441661405041,0.629276219030277,0.376433192873138,0.485661174438076,0.596276260411574,0.697899958027167,0.472351277220771,0.535493690129814,0.597518413506878,0.656572600706753,0.0297167488173423,0.0530830264673229,0.000349907943133408,0.378092136218303
"M00019","Random_slope",0.0772194489233904,0.0788345965677331,0.062534487358589,0.0482500339331493,0.364240657968968,0.553590657279071,0.728570839983102,0.853156820653526,0.226976663215386,0.392428367284406,0.586915794732172,0.75760175897834,0.347164736421328,0.498454871031987,0.650028466457282,0.776347932412507,0.307122138302346,0.417971081997852,0.537775989891891,0.653371616459131,0.0545218418558929,0.102624163094047,0.000274448766483753,0.221580983433368
"M00020","Random_slope",0.0703881209885949,0.0277206377459461,0.0327523786253985,0.0298585224549767,0.281561950773732,0.442050143643937,0.615628801264066,0.764032572752993,0.420159899014552,0.488774224433056,0.557814188117706,0.624689749139656,0.233335680541418,0.296911812862881,0.369462502359746,0.448434100062353,0.406411369940033,0.479951894241635,0.554371596440013,0.626430790123203,0.048434549019377,0.0733773470222811,0.00248291731064594,0.258052749794329
"M00021","Random_slope",0.0314933356712774,0.0491578439268271,0.0717992631216505,0.069944871216214,0.441232364321036,0.519682645735018,0.597174198188905,0.670100138195417,0.257317610498188,0.361610973157175,0.480809320781539,0.602232997211479,0.44986087873817,0.626389790808087,0.774649280736797,0.875745656071404,0.237985103767876,0.385964035025853,0.558515486013218,0.718005186701896,0.0923066607745481,0.139344610896326,1.11474592973275e-05,0.218124581217437
